	=subtotal(109,B3:B3)										Total	Unique	Corrected	
1326.0	1	sp|P32478|HS150_YEAST	 	6.3	413	41059	Cell wall mannoprotein HSP150 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP150 PE=1 SV=2	13	4	0.308	13	4	6.774	sp|P32478|HS150_YEAST, sp|P47001|CIS3_YEAST, sp|Q03178|PIR1_YEAST
1327.0	1	sp|P32479|HIR1_YEAST	 	15.7	840	93857	Protein HIR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIR1 PE=1 SV=3	18	18	1.000	18	18	18.000	 
1328.0	1	sp|P32480|HIR2_YEAST	 	21.7	875	98444	Protein HIR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIR2 PE=1 SV=2	29	29	1.000	29	29	29.000	 
1329.0	1	sp|P32481|IF2G_YEAST	 	49.3	527	57865	Eukaryotic translation initiation factor 2 subunit gamma OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCD11 PE=1 SV=1	85	85	1.000	85	85	85.000	 
1330.0	1	sp|P32485|HOG1_YEAST	 	40.2	435	48858	Mitogen-activated protein kinase HOG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HOG1 PE=1 SV=2	34	32	0.941	34	32	33.231	sp|P32485|HOG1_YEAST, sp|Q00772|SLT2_YEAST
1331.0	1	sp|P32486|KRE6_YEAST	 	26.1	720	80122	Beta-glucan synthesis-associated protein KRE6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KRE6 PE=1 SV=2	22	20	0.909	22	20	21.143	sp|P32486|KRE6_YEAST, sp|P33336|SKN1_YEAST
1332.0	1	sp|P32487|LYP1_YEAST	 	15.1	611	68089	Lysine-specific permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LYP1 PE=1 SV=2	15	13	0.867	15	13	14.733	sp|P32487|LYP1_YEAST, sp|P38971|ALP1_YEAST
1333.0	1	sp|P32490|MKK1_YEAST	 	16.9	508	56720	MAP kinase kinase MKK1/SSP32 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MKK1 PE=1 SV=1	13	11	0.846	13	11	12.571	sp|P32490|MKK1_YEAST, sp|P32491|MKK2_YEAST
1334.0	1	sp|P32491|MKK2_YEAST	 	5.7	506	56757	MAP kinase kinase MKK2/SSP33 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MKK2 PE=1 SV=2	5	3	0.600	5	3	3.429	sp|P32490|MKK1_YEAST, sp|P32491|MKK2_YEAST
1335.0	1	sp|P32492|MYO4_YEAST	 	23.1	1471	169341	Myosin-4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MYO4 PE=1 SV=1	67	51	0.761	67	51	55.080	sp|P19524|MYO2_YEAST, sp|P32492|MYO4_YEAST
1336.0	1	sp|P32493|AEP1_YEAST	 	20.3	518	59747	ATPase expression protein 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AEP1 PE=1 SV=2	18	18	1.000	18	18	18.000	 
1337.0	1	sp|P32494|NGG1_YEAST	 	33.3	702	79281	Chromatin-remodeling complexes subunit NGG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NGG1 PE=1 SV=1	38	38	1.000	38	38	38.000	 
1338.0	1	sp|P32495|NHP2_YEAST	 	30.1	156	17122	H/ACA ribonucleoprotein complex subunit NHP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NHP2 PE=1 SV=2	23	23	1.000	23	23	23.000	 
1339.0	1	sp|P32496|RPN12_YEAST	 	40.5	274	31919	26S proteasome regulatory subunit RPN12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPN12 PE=1 SV=3	36	36	1.000	36	36	36.000	 
1340.0	1	sp|P32497|EIF3C_YEAST	 	37.6	812	93203	Eukaryotic translation initiation factor 3 subunit C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NIP1 PE=1 SV=2	105	105	1.000	105	105	105.000	 
1341.0	1	sp|P32499|NUP2_YEAST	 	46.1	720	77880	Nucleoporin NUP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUP2 PE=1 SV=2	71	71	1.000	71	71	71.000	 
1342.0	1	sp|P32500|NDC1_YEAST	 	32.2	655	74133	Nucleoporin NDC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NDC1 PE=1 SV=1	49	49	1.000	49	49	49.000	 
1343.0	1	sp|P32501|EI2BE_YEAST	 	39.3	712	81160	Translation initiation factor eIF-2B subunit epsilon OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCD6 PE=1 SV=1	61	61	1.000	61	61	61.000	 
1344.0	1	sp|P32502|EI2BB_YEAST	 	33.6	381	42569	Translation initiation factor eIF-2B subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCD7 PE=1 SV=1	33	33	1.000	33	33	33.000	 
1345.0	1	sp|P32504|CBF3A_YEAST	 	21.8	956	111916	Centromere DNA-binding protein complex CBF3 subunit A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CBF2 PE=1 SV=1	25	25	1.000	25	25	25.000	 
1346.0	1	sp|P32505|NAB2_YEAST	 	40.4	525	58320	Nuclear polyadenylated RNA-binding protein NAB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NAB2 PE=1 SV=1	52	52	1.000	52	52	52.000	 
1347.0	1	sp|P32521|PAN1_YEAST	 	32.3	1480	160266	Actin cytoskeleton-regulatory complex protein PAN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAN1 PE=1 SV=2	110	108	0.982	110	108	109.649	sp|P32521|PAN1_YEAST, sp|Q12046|CWC2_YEAST
1348.0	1	sp|P32522|PT309_YEAST	 	25.8	965	112645	Pentatricopeptide repeat-containing protein PET309, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PET309 PE=1 SV=1	35	35	1.000	35	35	35.000	 
1349.0	1	sp|P32523|PRP19_YEAST	 	30.6	503	56569	Pre-mRNA-processing factor 19 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRP19 PE=1 SV=2	32	32	1.000	32	32	32.000	 
1350.0	1	sp|P32524|PRP21_YEAST	 	35.0	280	33052	Pre-mRNA-splicing factor PRP21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRP21 PE=1 SV=1	12	12	1.000	12	12	12.000	 
1351.0	1	sp|P32525|ECM25_YEAST	 	12.4	599	68463	Protein ECM25 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ECM25 PE=1 SV=2	9	9	1.000	9	9	9.000	 
1352.0	1	sp|P32526|KAR9_YEAST	 	19.3	644	74244	Karyogamy protein KAR9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KAR9 PE=1 SV=2	14	14	1.000	14	14	14.000	 
1353.0	1	sp|P32527|ZUO1_YEAST	 	51.5	433	49019	Zuotin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ZUO1 PE=1 SV=1	94	94	1.000	94	94	94.000	 
1354.0	1	sp|P32528|DUR1_YEAST	 	24.1	1835	201830	Urea amidolyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DUR1,2 PE=1 SV=2	72	72	1.000	72	72	72.000	 
1355.0	1	sp|P32529|RPA12_YEAST	 	40.0	125	13660	DNA-directed RNA polymerase I subunit RPA12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPA12 PE=1 SV=1	5	5	1.000	5	5	5.000	 
1356.0	1	sp|P32558|SPT16_YEAST	 	39.4	1035	118629	FACT complex subunit SPT16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPT16 PE=1 SV=1	129	129	1.000	129	129	129.000	 
1357.0	1	sp|P32559|MSS1_YEAST	 	10.5	526	58351	tRNA modification GTPase MSS1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MSS1 PE=1 SV=2	8	8	1.000	8	8	8.000	 
1358.0	1	sp|P32561|RPD3_YEAST	 	43.0	433	48904	Histone deacetylase RPD3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPD3 PE=1 SV=1	32	32	1.000	32	32	32.000	 
1359.0	1	sp|P32563|VPH1_YEAST	 	36.4	840	95528	V-type proton ATPase subunit a, vacuolar isoform OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPH1 PE=1 SV=3	125	125	1.000	125	125	125.000	 
1360.0	1	sp|P32564|SCM4_YEAST	 	23.0	187	20118	Protein SCM4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SCM4 PE=1 SV=1	15	15	1.000	15	15	15.000	 
1361.0	1	sp|P32565|RPN2_YEAST	 	42.4	945	104231	26S proteasome regulatory subunit RPN2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPN2 PE=1 SV=4	105	101	0.962	105	101	103.172	sp|P32565|RPN2_YEAST, sp|P47169|MET5_YEAST
1362.0	1	sp|P32566|SMI1_YEAST	 	23.8	505	57079	Cell wall assembly regulator SMI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SMI1 PE=1 SV=1	29	29	1.000	29	29	29.000	 
1363.0	1	sp|P32567|PAH1_YEAST	 	20.4	862	95030	Phosphatidic acid phosphohydrolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAH1 PE=1 SV=1	26	26	1.000	26	26	26.000	 
1364.0	1	sp|P32568|SNQ2_YEAST	 	37.5	1501	168765	Protein SNQ2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNQ2 PE=1 SV=2	90	88	0.978	90	88	88.786	sp|P32568|SNQ2_YEAST, sp|P51533|PDR10_YEAST, sp|Q02785|PDR12_YEAST
1365.0	1	sp|P32569|MED17_YEAST	 	39.7	687	78475	Mediator of RNA polymerase II transcription subunit 17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRB4 PE=1 SV=1	45	45	1.000	45	45	45.000	 
1366.0	1	sp|P32571|UBP4_YEAST	 	22.6	926	105190	Ubiquitin carboxyl-terminal hydrolase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DOA4 PE=1 SV=2	25	25	1.000	25	25	25.000	 
1367.0	1	sp|P32573|SPS19_YEAST	 	33.2	292	31109	Peroxisomal 2,4-dienoyl-CoA reductase SPS19 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPS19 PE=1 SV=4	17	17	1.000	17	17	17.000	 
1368.0	1	sp|P32578|SIP1_YEAST	 	10.8	815	91070	SNF1 protein kinase subunit beta-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SIP1 PE=1 SV=2	9	9	1.000	9	9	9.000	 
1369.0	1	sp|P32579|SUA5_YEAST	 	7.7	426	46538	Threonylcarbamoyl-AMP synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SUA5 PE=1 SV=1	7	7	1.000	7	7	7.000	 
1370.0	1	sp|P32580|SUV3_YEAST	 	11.4	737	84323	ATP-dependent RNA helicase SUV3, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SUV3 PE=1 SV=2	8	8	1.000	8	8	8.000	 
1371.0	1	sp|P32581|IME2_YEAST	 	2.3	645	73592	Meiosis induction protein kinase IME2/SME1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IME2 PE=3 SV=1	2	1	0.500	2	1	1.020	sp|P23293|BUR1_YEAST, sp|P32581|IME2_YEAST
1372.0	1	sp|P32582|CBS_YEAST	 	63.9	507	56021	Cystathionine beta-synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYS4 PE=1 SV=1	126	126	1.000	126	126	126.000	 
1373.0	1	sp|P32583|SRP40_YEAST	 	20.9	406	41015	Suppressor protein SRP40 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRP40 PE=1 SV=2	17	17	1.000	17	17	17.000	 
1374.0	1	sp|P32584|STE14_YEAST	 	8.8	239	27887	Protein-S-isoprenylcysteine O-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STE14 PE=1 SV=1	3	3	1.000	3	3	3.000	 
1375.0	1	sp|P32585|MED18_YEAST	 	6.8	307	34288	Mediator of RNA polymerase II transcription subunit 18 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRB5 PE=1 SV=1	3	3	1.000	3	3	3.000	 
1376.0	1	sp|P32588|PUB1_YEAST	 	43.7	453	50762	Nuclear and cytoplasmic polyadenylated RNA-binding protein PUB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PUB1 PE=1 SV=4	40	40	1.000	40	40	40.000	 
1377.0	1	sp|P32589|HSP7F_YEAST	 	60.8	693	77365	Heat shock protein homolog SSE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSE1 PE=1 SV=4	169	146	0.864	169	146	160.350	sp|P32589|HSP7F_YEAST, sp|P32590|HSP79_YEAST
1378.0	1	sp|P32590|HSP79_YEAST	 	48.1	693	77620	Heat shock protein homolog SSE2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSE2 PE=1 SV=3	111	88	0.793	111	88	96.650	sp|P32589|HSP7F_YEAST, sp|P32590|HSP79_YEAST
1379.0	1	sp|P32591|SWI3_YEAST	 	31.5	825	92925	SWI/SNF complex subunit SWI3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SWI3 PE=1 SV=1	39	39	1.000	39	39	39.000	 
1380.0	1	sp|P32597|STH1_YEAST	 	33.6	1359	156741	Nuclear protein STH1/NPS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STH1 PE=1 SV=1	112	106	0.946	112	106	110.051	sp|P22082|SNF2_YEAST, sp|P32597|STH1_YEAST
1381.0	1	sp|P32598|PP12_YEAST	 	42.6	312	35907	Serine/threonine-protein phosphatase PP1-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GLC7 PE=1 SV=1	72	59	0.819	72	59	66.102	sp|P26570|PPZ1_YEAST, sp|P32598|PP12_YEAST, sp|P33329|PPZ2_YEAST
1382.0	1	sp|P32599|FIMB_YEAST	 	50.3	642	71772	Fimbrin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAC6 PE=1 SV=1	140	140	1.000	140	140	140.000	 
1383.0	1	sp|P32600|TOR2_YEAST	 	17.9	2474	281565	Serine/threonine-protein kinase TOR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TOR2 PE=1 SV=3	68	59	0.868	68	59	62.687	sp|P32600|TOR2_YEAST, sp|P35169|TOR1_YEAST
1384.0	1	sp|P32601|DSS4_YEAST	 	18.2	143	16126	Protein DSS4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DSS4 PE=1 SV=2	4	4	1.000	4	4	4.000	 
1385.0	1	sp|P32602|SEC17_YEAST	 	55.1	292	32802	Alpha-soluble NSF attachment protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC17 PE=1 SV=4	44	44	1.000	44	44	44.000	 
1386.0	1	sp|P32604|F26_YEAST	 	47.8	452	52594	Fructose-2,6-bisphosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FBP26 PE=1 SV=2	56	56	1.000	56	56	56.000	 
1387.0	1	sp|P32605|RU1A_YEAST	 	19.1	298	34378	U1 small nuclear ribonucleoprotein A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MUD1 PE=1 SV=1	8	8	1.000	8	8	8.000	 
1388.0	1	sp|P32606|PT127_YEAST	 	13.5	800	93406	Putative mitochondrial translation system component PET127 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PET127 PE=1 SV=2	20	17	0.850	20	17	18.214	sp|P14736|RAD4_YEAST, sp|P32606|PT127_YEAST
1389.0	1	sp|P32607|RTG1_YEAST	 	37.3	177	19016	Retrograde regulation protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RTG1 PE=1 SV=2	9	9	1.000	9	9	9.000	 
1390.0	1	sp|P32608|RTG2_YEAST	 	40.1	588	65571	Retrograde regulation protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RTG2 PE=1 SV=2	48	48	1.000	48	48	48.000	 
1391.0	1	sp|P32609|PEP7_YEAST	 	12.8	515	59443	Vacuolar segregation protein PEP7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEP7 PE=1 SV=2	5	5	1.000	5	5	5.000	 
1392.0	1	sp|P32610|VATD_YEAST	 	31.2	256	29194	V-type proton ATPase subunit D OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA8 PE=1 SV=1	69	69	1.000	69	69	69.000	 
1393.0	1	sp|P32611|RML2_YEAST	 	17.0	393	43785	54S ribosomal protein RML2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RML2 PE=1 SV=1	17	17	1.000	17	17	17.000	 
1394.0	1	sp|P32613|TCA17_YEAST	 	12.5	152	17354	TRAPP-associated protein TCA17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TCA17 PE=1 SV=1	2	2	1.000	2	2	2.000	 
1395.0	1	sp|P32614|FRDS_YEAST	 	46.4	470	50843	Fumarate reductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FRD1 PE=1 SV=1	83	83	1.000	83	83	83.000	 
1396.0	1	sp|P32617|IES6_YEAST	 	24.1	166	18533	Chromatin-remodeling complex subunit IES6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IES6 PE=1 SV=1	7	7	1.000	7	7	7.000	 
1397.0	1	sp|P32618|YEF3_YEAST	 	17.9	956	106132	Uncharacterized protein YEL043W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YEL043W PE=1 SV=1	22	22	1.000	22	22	22.000	 
1398.0	1	sp|P32621|GDA1_YEAST	 	45.4	518	56821	Guanosine-diphosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GDA1 PE=1 SV=1	60	60	1.000	60	60	60.000	 
1399.0	1	sp|P32622|YEF1_YEAST	 	8.9	495	55873	ATP-NADH kinase YEF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YEF1 PE=1 SV=1	9	9	1.000	9	9	9.000	 
1400.0	1	sp|P32623|CRH2_YEAST	 	14.1	467	49906	Probable glycosidase CRH2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UTR2 PE=1 SV=3	13	13	1.000	13	13	13.000	 
1401.0	1	sp|P32626|ENOPH_YEAST	 	18.5	227	25187	Enolase-phosphatase E1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UTR4 PE=1 SV=2	9	9	1.000	9	9	9.000	 
1402.0	1	sp|P32628|RAD23_YEAST	 	36.7	398	42366	UV excision repair protein RAD23 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RAD23 PE=1 SV=1	26	26	1.000	26	26	26.000	 
1403.0	1	sp|P32629|ANP1_YEAST	 	39.4	500	58181	Mannan polymerase II complex ANP1 subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ANP1 PE=1 SV=3	52	52	1.000	52	52	52.000	 
1404.0	1	sp|P32634|PMD1_YEAST	 	15.7	1753	195381	Negative regulator of sporulation PMD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PMD1 PE=1 SV=1	34	34	1.000	34	34	34.000	 
1405.0	1	sp|P32639|BRR2_YEAST	 	23.9	2163	246182	Pre-mRNA-splicing helicase BRR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BRR2 PE=1 SV=2	78	78	1.000	78	78	78.000	 
1406.0	1	sp|P32642|GLRX4_YEAST	 	16.0	244	27493	Monothiol glutaredoxin-4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GRX4 PE=1 SV=1	12	3	0.250	12	3	5.077	sp|P32642|GLRX4_YEAST, sp|Q03835|GLRX3_YEAST
1407.0	1	sp|P32643|TMT1_YEAST	 	21.4	299	34768	Trans-aconitate 3-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TMT1 PE=1 SV=1	19	19	1.000	19	19	19.000	 
1408.0	1	sp|P32644|ECM32_YEAST	 	16.3	1121	126969	Putative ATP-dependent RNA helicase ECM32 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ECM32 PE=1 SV=1	28	28	1.000	28	28	28.000	 
1409.0	1	sp|P32656|CHAC_YEAST	 	15.9	232	26293	Glutathione-specific gamma-glutamylcyclotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCG1 PE=1 SV=1	9	9	1.000	9	9	9.000	 
1410.0	1	sp|P32657|CHD1_YEAST	 	27.0	1468	168239	Chromo domain-containing protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CHD1 PE=1 SV=1	76	76	1.000	76	76	76.000	 
1411.0	1	sp|P32660|ATC5_YEAST	 	32.6	1571	177796	Phospholipid-transporting ATPase DNF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DNF1 PE=1 SV=2	107	88	0.822	107	88	99.611	sp|P32660|ATC5_YEAST, sp|Q12675|ATC4_YEAST
1412.0	1	sp|P32767|KA122_YEAST	 	24.7	1081	123529	Importin beta-like protein KAP122 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KAP122 PE=1 SV=1	54	54	1.000	54	54	54.000	 
1413.0	1	sp|P32769|HBS1_YEAST	 	33.2	611	68729	Elongation factor 1 alpha-like protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HBS1 PE=1 SV=2	44	37	0.841	44	37	41.317	sp|P32769|HBS1_YEAST, sp|Q12164|POM33_YEAST
1414.0	1	sp|P32770|NRP1_YEAST	 	14.3	719	79298	Asparagine-rich protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NRP1 PE=1 SV=2	11	11	1.000	11	11	11.000	 
1415.0	1	sp|P32771|FADH_YEAST	 	39.9	386	41042	S-(hydroxymethyl)glutathione dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SFA1 PE=1 SV=1	33	33	1.000	33	33	33.000	 
1416.0	1	sp|P32772|UGX2_YEAST	 	21.1	223	25732	Protein UGX2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UGX2 PE=1 SV=2	9	9	1.000	9	9	9.000	 
1417.0	1	sp|P32773|TOA1_YEAST	 	8.4	286	32201	Transcription initiation factor IIA large subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TOA1 PE=1 SV=1	7	7	1.000	7	7	7.000	 
1418.0	1	sp|P32774|T2AG_YEAST	 	35.2	122	13458	Transcription initiation factor IIA subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TOA2 PE=1 SV=1	9	9	1.000	9	9	9.000	 
1419.0	1	sp|P32775|GLGB_YEAST	 	38.4	704	81115	1,4-alpha-glucan-branching enzyme OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GLC3 PE=1 SV=2	74	74	1.000	74	74	74.000	 
1420.0	1	sp|P32776|TFB1_YEAST	 	22.3	642	72894	General transcription and DNA repair factor IIH subunit TFB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TFB1 PE=1 SV=1	22	22	1.000	22	22	22.000	 
1421.0	1	sp|P32783|MCES_YEAST	 	23.6	436	50340	mRNA cap guanine-N7 methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ABD1 PE=1 SV=1	19	19	1.000	19	19	19.000	 
1422.0	1	sp|P32784|GPT1_YEAST	 	25.2	759	85693	Glycerol-3-phosphate O-acyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SCT1 PE=1 SV=3	27	27	1.000	27	27	27.000	 
1423.0	1	sp|P32785|FMT_YEAST	 	25.2	401	44616	Methionyl-tRNA formyltransferase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FMT1 PE=1 SV=2	19	19	1.000	19	19	19.000	 
1424.0	1	sp|P32787|MG101_YEAST	 	45.4	269	30090	Mitochondrial genome maintenance protein MGM101 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MGM101 PE=1 SV=1	32	32	1.000	32	32	32.000	 
1425.0	1	sp|P32788|YBB0_YEAST	 	15.0	280	32639	Uncharacterized protein YBL010C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBL010C PE=1 SV=1	8	8	1.000	8	8	8.000	 
1426.0	1	sp|P32789|ALK2_YEAST	 	8.7	676	76372	Serine/threonine-protein kinase Haspin homolog ALK2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALK2 PE=1 SV=1	6	6	1.000	6	6	6.000	 
1427.0	1	sp|P32790|SLA1_YEAST	 	31.6	1244	135846	Actin cytoskeleton-regulatory complex protein SLA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SLA1 PE=1 SV=1	99	99	1.000	99	99	99.000	 
1428.0	1	sp|P32791|FRE1_YEAST	 	6.9	686	78853	Ferric/cupric reductase transmembrane component 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FRE1 PE=1 SV=1	7	3	0.429	7	3	3.444	sp|P11972|SST2_YEAST, sp|P32791|FRE1_YEAST
1429.0	1	sp|P32792|YHH7_YEAST	 	34.3	385	44235	UPF0744 protein YSC83 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YSC83 PE=1 SV=1	37	37	1.000	37	37	37.000	 
