New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Fri Jan 18 13:51:14 2019
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_CarbonSources	Unique_CarbonSources	Corrected_CarbonSources	PSMs_Used_CarbonSources	TotInt_126C_CarbonSources	TotInt_127N_CarbonSources	TotInt_127C_CarbonSources	TotInt_128N_CarbonSources	TotInt_128C_CarbonSources	TotInt_129N_CarbonSources	TotInt_129C_CarbonSources	TotInt_130N_CarbonSources	TotInt_130C_CarbonSources	TotInt_131N_CarbonSources	TotInt_131C_CarbonSources
1204	1	sp|P30619|SEC1_YEAST	 	 	 	 	25.6	724	83479	Protein transport protein SEC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC1 PE=1 SV=1	39	39	1.000	39	39	39.000	39	2635722.60059	2277442.51025	2631838.15454	2964950.46094	2856416.48243	2853317.09351	2918361.02075	2405956.47803	3044067.20874	84205.498168	74765.693266
1205	1	sp|P30620|PSO2_YEAST	 	 	 	 	13.9	661	76398	DNA cross-link repair protein PSO2/SNM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PSO2 PE=1 SV=1	11	11	1.000	11	11	11.000	11	653502.565124	548948.099731	627885.280152	355358.186952	302876.239622	330741.695435	811286.332276	676050.306152	827303.229736	21049.311157	15105.496032
1206	1	sp|P30624|LCF1_YEAST	 	 	sp|P30624|LCF1_YEAST, sp|P39002|LCF3_YEAST, sp|P47912|LCF4_YEAST	 	52.7	700	77865	Long-chain-fatty-acid--CoA ligase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAA1 PE=1 SV=1	138	135	0.978	138	135	136.849	135	57901884.5469	49145711.9085	57966864.4852	72181833.4556	75344137.8447	74153924.313	48227797.4581	39934193.0514	43914823.6968	1116605.11423	835876.459899
1207	1	sp|P30656|PSB5_YEAST	 	 	 	 	39.4	287	31636	Proteasome subunit beta type-5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRE2 PE=1 SV=3	17	17	1.000	17	17	17.000	17	599027.312988	570932.185547	629449.68579	1591738.74512	1473796.47363	1700103.54053	654311.635742	547350.986084	543474.427489	23181.870851	7901.415527
1208	1	sp|P30657|PSB7_YEAST	 	 	 	 	25.6	266	29443	Proteasome subunit beta type-7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRE4 PE=1 SV=1	21	21	1.000	21	21	21.000	21	2096130.09912	2240051.79175	2438462.6095	3238559.62451	3141398.0415	3018115.39014	3055944.06299	2649996.95996	2610960.41821	88479.533813	53598.62036
1209	1	sp|P30665|MCM4_YEAST	 	 	 	 	24.1	933	105002	DNA replication licensing factor MCM4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MCM4 PE=1 SV=2	33	33	1.000	33	33	33.000	33	2313322.38782	2416696.57197	2668476.12817	4897402.22168	5595810.36816	5668246.26465	2956186.89123	2533903.83575	2425746.82825	91686.757325	57749.814727
1210	1	sp|P30771|NAM7_YEAST	 	 	 	 	26.2	971	109429	ATP-dependent helicase NAM7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NAM7 PE=1 SV=1	40	40	1.000	40	40	40.000	40	1915917.93787	1812499.00513	2011496.46387	4069983.92676	4278492.73633	4179422.81006	1920255.17371	1640597.81153	1642411.89258	46499.33368	24988.936525
1211	1	sp|P30775|RF1M_YEAST	 	 	 	 	19.1	413	46770	Peptide chain release factor 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRF1 PE=1 SV=1	8	8	1.000	8	8	8.000	8	1370317.64892	1203184.30664	1431684.95313	582635.210937	529374.692382	476052.769532	866756.970703	736461.239257	893065.222656	18207.461822	13517.597626
1212	1	sp|P30777|GPI10_YEAST	 	 	 	 	17.2	616	72565	GPI mannosyltransferase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GPI10 PE=1 SV=2	19	19	1.000	19	19	19.000	19	1171262.99512	1094758.6875	1143977.11426	778730.566409	665199.837889	749101.288086	1113722.84766	1150411.64844	1216073.86914	38226.834656	23970.342773
1213	1	sp|P30822|XPO1_YEAST	 	 	 	 	37.2	1084	124103	Exportin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CRM1 PE=1 SV=1	131	131	1.000	131	131	131.000	131	32173824.5541	27144656.3894	31484065.9342	32866069.4934	28254417.1521	30612246.9385	28656673.4294	24659092.6903	28016232.9981	664650.137909	533497.801207
1214	1	sp|P30902|ATP7_YEAST	 	 	 	 	63.2	174	19809	ATP synthase subunit d, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP7 PE=1 SV=2	62	62	1.000	62	62	62.000	62	11541987.2799	11828512.3785	13783071.2776	13270462.5264	13265033.8624	12546703.3284	38661535.3281	33568990.4358	31581082.6268	1050718.30021	756226.971833
1216	1	sp|P31109|SNC1_YEAST	 	 	sp|P31109|SNC1_YEAST, sp|P33328|SNC2_YEAST	 	29.9	117	13201	Synaptobrevin homolog 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNC1 PE=1 SV=1	11	8	0.727	11	8	9.500	8	687629.682617	623028.323914	739438.449525	871841.468507	999499.696045	841509.944212	1946449.72534	1741340.66712	1767797.34814	39349.86856	30208.584717
1217	1	sp|P31115|PUS3_YEAST	 	 	 	 	30.8	442	50888	tRNA pseudouridine(38/39) synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DEG1 PE=1 SV=1	24	24	1.000	24	24	24.000	24	1749707.98633	1693872.7334	1817931.95948	1839936.19385	1572065.11524	1783057.07861	1721758.07032	1584458.58789	1956282.8125	55182.905826	57760.102174
1218	1	sp|P31116|DHOM_YEAST	 	 	 	 	60.7	359	38502	Homoserine dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HOM6 PE=1 SV=1	186	186	1.000	186	186	186.000	186	120596315.39	111310155.086	123368835.611	89561645.749	82704075.8962	86190462.9752	194353409.687	169238591.769	199336496.498	5503383.82657	4355079.121
1219	1	sp|P31244|RAD16_YEAST	 	 	 	 	6.3	790	91429	DNA repair protein RAD16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RAD16 PE=1 SV=1	6	6	1.000	6	6	6.000	6	447920.973633	400372.678223	444508.631348	443710.592285	414325.468261	424283.469239	394348.359862	312581.470703	390972.605469	3947.170166	3708.101074
1220	1	sp|P31334|RM09_YEAST	 	 	 	 	8.9	269	29790	54S ribosomal protein L9, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRPL9 PE=1 SV=3	11	11	1.000	11	11	11.000	11	1070848.30957	1071015.56641	1261463.40625	681422.590819	652436.687012	551691.645509	952148.771483	758075.778322	952707.203126	42114.469481	48907.74237
1221	1	sp|P31373|CYS3_YEAST	 	 	 	 	40.6	394	42542	Cystathionine gamma-lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYS3 PE=1 SV=2	36	36	1.000	36	36	36.000	36	5722923.22076	5868388.82196	6739394.73615	12796527.3838	15341268.9629	14263557.8955	3757160.66239	3272152.13769	2913564.90497	245732.131991	59829.952395
1222	1	sp|P31374|PSK1_YEAST	 	 	sp|P31374|PSK1_YEAST, sp|Q08217|PSK2_YEAST	 	31.0	1356	152330	Serine/threonine-protein kinase PSK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PSK1 PE=1 SV=2	69	63	0.913	69	63	67.667	63	6511686.66577	5768185.69623	6826087.58252	4728722.22375	4342585.66736	4352255.48621	6321864.9624	5079828.49951	5975283.48486	170166.970673	133287.928073
1223	1	sp|P31376|SWC3_YEAST	 	 	 	 	15.5	625	72514	SWR1-complex protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SWC3 PE=1 SV=2	16	16	1.000	16	16	16.000	16	1143883.2171	1051845.15808	1253122.12042	1082057.33521	1025921.64777	975456.148986	1633849.61774	1395128.05255	1700965.92383	86534.834992	79641.955962
1224	1	sp|P31377|STX8_YEAST	 	 	 	 	7.5	255	29048	Syntaxin-8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SYN8 PE=1 SV=2	2	2	1.000	2	2	2.000	2	20195.900879	22604.95459	21483.342773	76455.611328	77796.533203	78214.634766	38337.626953	29026.804199	32567.352539	3268.824829	461.433197
1225	1	sp|P31378|NTH1_YEAST	 	 	 	 	22.1	399	45576	Endonuclease III homolog 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NTG1 PE=1 SV=1	10	10	1.000	10	10	10.000	10	369598.898927	326870.48047	389819.295898	434771.980471	393860.404786	404128.252443	289673.220948	236264.494874	257802.599365	8160.227233	3205.673003
1226	1	sp|P31379|LDS1_YEAST	 	 	 	 	11.1	325	37050	Outer spore wall protein LDS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LDS1 PE=1 SV=1	4	4	1.000	4	4	4.000	4	140749.252442	139684.947267	144076.240235	45507.07373	38316.927733	39213.775391	69444.98291	71060.191651	88887.398438	3245.316376	2373.079712
1227	1	sp|P31380|FUN30_YEAST	 	 	 	 	29.3	1131	128505	ATP-dependent helicase FUN30 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FUN30 PE=1 SV=1	51	51	1.000	51	51	51.000	51	5608342.93713	5162203.86652	5841842.54651	5038604.99317	4590218.1648	4730654.2417	5184563.01587	4289832.56091	4876500.65003	126842.55069	99488.506013
1228	1	sp|P31381|FUN26_YEAST	 	 	 	 	19.0	517	58317	Nucleoside transporter FUN26 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FUN26 PE=1 SV=1	17	17	1.000	17	17	17.000	17	2129311.72754	1689458.19385	1959270.5332	962889.69971	828428.19751	888041.525149	1128635.34229	1034061.66846	1168945.73682	37114.522644	30550.386963
1229	1	sp|P31382|PMT2_YEAST	 	 	sp|P31382|PMT2_YEAST, sp|P47190|PMT3_YEAST	 	36.1	759	86869	Dolichyl-phosphate-mannose--protein mannosyltransferase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PMT2 PE=1 SV=2	107	99	0.925	107	99	105.000	99	37615466.4538	32531782.3218	35922707.1316	24362610.9197	22656444.1765	23274313.1766	36666267.6412	33077543.3335	38947438.7504	1267918.36899	936430.849365
1230	1	sp|P31383|2AAA_YEAST	 	 	 	 	34.2	635	70907	Protein phosphatase PP2A regulatory subunit A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPD3 PE=1 SV=3	57	57	1.000	57	57	57.000	57	17277191.7496	14955540.7959	17512105.9979	14345438.3477	12711617.7463	13257867.5667	16581907.2155	14030383.4166	16449492.1027	425316.522556	339903.472348
1231	1	sp|P31384|CCR4_YEAST	 	 	 	 	30.0	837	94669	Glucose-repressible alcohol dehydrogenase transcriptional effector OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CCR4 PE=1 SV=2	52	52	1.000	52	52	52.000	52	5253470.84265	4618598.68164	5229938.81909	6028602.4729	6071663.14697	6337916.63062	4479714.51489	3896731.94214	3974800.38086	109197.843292	82562.298128
1232	1	sp|P31385|DEP1_YEAST	 	 	 	 	35.1	405	46977	Transcriptional regulatory protein DEP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DEP1 PE=1 SV=3	27	27	1.000	27	27	27.000	27	2158472.31348	2028668.66553	2234466.99389	2337147.73242	2261002.61499	2295234.6001	2852391.65991	2374999.52392	2462733.25879	71367.976072	43097.818327
1233	1	sp|P31386|ATS1_YEAST	 	 	 	 	22.2	333	36467	Protein ATS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATS1 PE=1 SV=2	7	7	1.000	7	7	7.000	7	345444.745117	330762.458496	366599.52002	372804.935058	355428.019531	348225.897462	345227.420899	309247.82666	345293.315917	15105.914642	9047.626098
1234	1	sp|P31412|VATC_YEAST	 	 	 	 	46.2	392	44188	V-type proton ATPase subunit C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA5 PE=1 SV=4	87	87	1.000	87	87	87.000	87	15578879.7722	14435405.1664	15267171.0511	21673189.4269	17868284.7446	20946340.4349	18290014.6337	14230681.0369	17709803.0942	324744.916993	240348.196625
1235	1	sp|P31539|HS104_YEAST	 	 	sp|P31539|HS104_YEAST, sp|P33416|HSP78_YEAST	 	52.2	908	102034	Heat shock protein 104 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP104 PE=1 SV=2	404	401	0.993	404	401	403.354	401	290403682.964	266511221.02	302446751.473	154272642.955	156377290.088	145790777.314	330290051.977	276044678.017	346448562.243	8632818.95478	6840093.51255
1236	1	sp|P31688|TPS2_YEAST	 	 	 	 	51.9	896	102975	Trehalose-phosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPS2 PE=1 SV=3	165	165	1.000	165	165	165.000	165	22102849.783	20594348.8876	23266154.3132	21470103.1024	20240155.7935	20712056.6225	25361046.2189	22707274.2291	23436480.4418	686942.966086	532579.266782
1237	1	sp|P31755|OCH1_YEAST	 	 	 	 	27.5	480	55155	Initiation-specific alpha-1,6-mannosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OCH1 PE=1 SV=1	34	34	1.000	34	34	34.000	34	15179602.9219	12339662.4761	14239090.5452	8567274.43603	7416484.64453	7746426.77856	12882548.0884	10683034.3391	12843940.5759	408934.561372	296474.210605
1238	1	sp|P31787|ACBP_YEAST	 	 	 	 	87.4	87	10061	Acyl-CoA-binding protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACB1 PE=1 SV=3	37	37	1.000	37	37	37.000	37	20325852.2665	21828943.5103	24502435.8669	20020064.7227	22750250.333	20191721.6177	13810414.1499	10730153.7927	11734474.792	320070.829986	194471.0867
1239	1	sp|P32047|MLF3_YEAST	 	 	 	 	11.5	452	49210	Protein MLF3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MLF3 PE=1 SV=2	4	4	1.000	4	4	4.000	4	340525.608399	320795.713867	353247.719238	88668.00827	80839.256836	66223.421387	115205.165406	93414.048828	122150.966309	1763.329468	3360.894043
1240	1	sp|P32048|SYKM_YEAST	 	 	 	 	23.6	576	66127	Lysine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MSK1 PE=1 SV=3	20	20	1.000	20	20	20.000	20	1623545.51715	1449938.70532	1668270.90112	2011359.3009	1888562.27124	1974983.47803	1356972.47125	1127250.7367	1186956.53613	39306.824861	24977.377869
1241	1	sp|P32074|COPG_YEAST	 	 	 	 	39.5	935	104830	Coatomer subunit gamma OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC21 PE=1 SV=2	110	110	1.000	110	110	110.000	110	18442797.0193	15475936.6099	18119486.6725	21177218.5671	20687598.1451	20725761.6738	16748757.5695	14553269.4462	15590184.4957	479105.605624	355372.329254
1242	1	sp|P32178|CHMU_YEAST	 	 	 	 	50.4	256	29747	Chorismate mutase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO7 PE=1 SV=1	27	27	1.000	27	27	27.000	27	4331528.55567	4347194.86817	5342212.17529	9777506.06641	10358788.8789	10810999.7446	5124580.4043	4567203.84228	4378746.06641	144324.599428	93671.714903
1243	1	sp|P32179|MET22_YEAST	 	 	 	 	29.7	357	39149	3'(2'),5'-bisphosphate nucleotidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET22 PE=1 SV=1	25	25	1.000	25	25	25.000	25	7243622.64942	5899447.56934	7351436.00684	6459207.80078	6883355.75	6951959.85352	4842199.05371	3882747.48047	4377849.68408	124207.538421	89408.720583
1244	1	sp|P32190|GLPK_YEAST	 	 	 	 	33.9	709	79823	Glycerol kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GUT1 PE=1 SV=1	50	50	1.000	50	50	50.000	50	5922259.9541	5528021.75709	5756491.62793	2881199.72681	2701876.87524	2844369.594	18355757.8936	15210829.2451	17957109.5146	522161.230652	421100.211149
1245	1	sp|P32191|GPDM_YEAST	 	 	 	 	61.3	649	72388	Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GUT2 PE=1 SV=2	197	197	1.000	197	197	197.000	197	43668505.7814	36984378.3414	41959445.9161	16681799.2035	16007143.124	15990088.2495	113201564.632	96638122.0888	113978329.726	3745986.92682	2809385.28257
1246	1	sp|P32259|MED16_YEAST	 	 	 	 	35.4	974	111295	Mediator of RNA polymerase II transcription subunit 16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SIN4 PE=1 SV=1	56	56	1.000	56	56	56.000	56	5640820.63331	4884807.60327	5562847.81299	5178131.55224	4580872.49426	5004067.62866	5850854.48975	5039451.50177	5876746.62805	130178.957579	105246.124482
1247	1	sp|P32263|P5CR_YEAST	 	 	 	 	39.5	286	30131	Pyrroline-5-carboxylate reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRO3 PE=1 SV=1	30	30	1.000	30	30	30.000	30	1620346.78684	1479882.97259	1792142.02066	5056201.33276	6204478.58594	5511158.6521	2510709.04822	2161601.28015	2288380.53924	58695.772183	36998.668459
1248	1	sp|P32264|PROB_YEAST	 	 	sp|P32264|PROB_YEAST, sp|P38690|YHJ3_YEAST	 	35.0	428	47162	Glutamate 5-kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRO1 PE=1 SV=2	37	35	0.946	37	35	36.628	35	3071643.8479	2919021.93836	3332076.86694	4709333.31787	4117109.32324	4505948.17798	3819001.177	2833470.75378	3198556.69361	98827.795439	54779.880523
1249	1	sp|P32266|MGM1_YEAST	 	 	sp|P21576|VPS1_YEAST, sp|P32266|MGM1_YEAST, sp|P54861|DNM1_YEAST	 	38.4	881	99177	Dynamin-like GTPase MGM1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MGM1 PE=1 SV=3	81	77	0.951	81	77	78.027	77	9794985.81226	9382431.52649	9879079.20428	8622931.79456	8224045.45966	8058278.65344	11959665.1025	10713004.6866	11749194.7502	368168.826842	276660.500093
1250	1	sp|P32288|GLNA_YEAST	 	 	 	 	31.6	370	41766	Glutamine synthetase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GLN1 PE=1 SV=4	64	64	1.000	64	64	64.000	64	14393299.7053	13665205.6959	16694452.7278	23543933.4424	25607498.4387	26144508.066	11670944.1529	10099809.3546	10003602.9734	432591.631745	276433.648623
1251	1	sp|P32316|ACH1_YEAST	 	 	 	 	58.6	526	58711	Acetyl-CoA hydrolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACH1 PE=1 SV=2	127	127	1.000	127	127	127.000	127	77906052.9095	81605113.6066	89224819.5161	171435027.367	168841715.482	159973120.218	282663641.97	241369560.19	268769480.062	6355121.71521	4390996.18049
1252	1	sp|P32317|AFG1_YEAST	 	 	 	 	35.4	509	58264	Protein AFG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AFG1 PE=1 SV=1	36	36	1.000	36	36	36.000	36	1930434.38281	1877002.427	2106518.50586	4022396.02759	3854687.52857	4091078.56348	2759231.06445	2413219.16309	2423107.50977	83864.313202	47318.759187
1253	1	sp|P32318|THI4_YEAST	 	 	 	 	13.2	326	34991	Thiamine thiazole synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=THI4 PE=1 SV=1	12	12	1.000	12	12	12.000	12	712274.124755	670782.414306	836884.836546	2770196.17188	3010208.04004	2982872.26953	604031.309082	547625.453065	550337.426638	11342.14325	6336.588013
1254	1	sp|P32319|VPS10_YEAST	 	 	sp|P32319|VPS10_YEAST, sp|P40438|VTH1_YEAST, sp|P53751|YN94_YEAST	 	47.8	1579	177775	Vacuolar protein sorting/targeting protein VPS10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEP1 PE=1 SV=1	219	204	0.932	219	204	217.190	204	25415158.6389	22174184.1064	25937338.8412	18596671.6178	16611653.6613	17220115.4831	22605954.165	19892180.9653	22907434.8704	605670.569578	466247.455744
1255	1	sp|P32324|EF2_YEAST	 	 	 	 	67.6	842	93288	Elongation factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EFT1 PE=1 SV=1	577	577	1.000	577	577	577.000	577	262385814.067	255307642.035	286647557.583	292448604.024	277067256.26	282684393.052	246269309.561	198863265.355	231078164.41	6527890.95032	4149285.84532
1256	1	sp|P32327|PYC2_YEAST	 	 	sp|P11154|PYC1_YEAST, sp|P32327|PYC2_YEAST	 	43.9	1180	130165	Pyruvate carboxylase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PYC2 PE=1 SV=2	254	118	0.465	254	118	189.009	118	12706120.1887	12652041.6799	13529080.3801	13150178.5114	12440347.9369	13507974.8576	12188101.3004	10467591.8235	11437049.3159	381905.728395	288653.61252
1257	1	sp|P32328|DBF20_YEAST	 	 	sp|P22204|DBF2_YEAST, sp|P32328|DBF20_YEAST	 	19.3	564	65879	Serine/threonine-protein kinase DBF20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DBF20 PE=1 SV=2	20	12	0.600	20	12	15.310	12	892717.776368	819765.107422	782791.827148	1053412.8352	942863.203124	1062965.74341	761351.83789	687242.855957	743103.983886	17896.503113	14148.875061
1258	1	sp|P32329|YPS1_YEAST	 	 	 	 	5.1	569	60009	Aspartic proteinase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPS1 PE=1 SV=2	7	7	1.000	7	7	7.000	7	138167.805663	136030.08081	158817.479249	218983.067627	222398.44165	212512.009948	939357.214845	734813.572265	944527.175779	24326.073763	18216.530639
1259	1	sp|P32330|DGR2_YEAST	 	 	 	 	12.3	852	96021	2-deoxy-glucose resistant protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DGR2 PE=1 SV=1	12	12	1.000	12	12	12.000	12	1608991.14355	1639940.39062	1926444.06323	1508559.88672	1452496.12695	1485271.90869	2042653.7395	1777309.09668	1982503.85352	77067.774384	61595.847869
1260	1	sp|P32331|YMC1_YEAST	 	 	 	 	39.7	307	33375	Mitochondrial glycine transporter YMC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMC1 PE=1 SV=2	22	22	1.000	22	22	22.000	22	3669929.33002	3405338.37305	3522739.94769	2571969.88001	2128415.41333	2384844.53723	4971960.10046	4547536.73914	4936296.02295	132321.276004	84333.514221
1261	1	sp|P32332|OAC1_YEAST	 	 	 	 	33.3	324	35153	Mitochondrial oxaloacetate transport protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OAC1 PE=1 SV=1	31	31	1.000	31	31	31.000	31	4710964.73541	4481061.862	4719702.97138	5432054.06519	4548632.22718	4722198.33819	7137858.69153	6326458.90039	6996217.69702	213980.033908	172027.854372
1262	1	sp|P32333|MOT1_YEAST	 	 	 	 	25.4	1867	209974	TATA-binding protein-associated factor MOT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MOT1 PE=1 SV=1	73	73	1.000	73	73	73.000	73	6346124.13306	6599517.93506	6939010.37647	8322737.99414	7541621.59961	8647656.55371	7099149.9773	6761419.41211	6261598.11866	242318.705661	146007.803924
1263	1	sp|P32335|MSS51_YEAST	 	 	 	 	38.5	436	50880	Protein MSS51, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MSS51 PE=1 SV=2	41	41	1.000	41	41	41.000	41	6378536.67627	5638464.39502	6150283.30762	9425829.80615	8792666.44336	8929977.4834	9711941.9043	8018055.625	9318593.6709	251921.83966	195282.056551
1264	1	sp|P32336|NUD1_YEAST	 	 	 	 	22.1	851	94103	Protein NUD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUD1 PE=1 SV=2	21	21	1.000	21	21	21.000	21	1474204.66089	1410523.36786	1788007.15771	2455314.40589	2414236.54864	2572568.19586	1608869.61139	1353818.22339	1348661.3468	50537.008453	32030.989077
1265	1	sp|P32337|IMB3_YEAST	 	 	 	 	19.1	1089	121029	Importin subunit beta-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PSE1 PE=1 SV=2	42	42	1.000	42	42	42.000	42	6188359.1449	5578772.99915	6189156.6189	8898177.91943	7944276.75147	8519049.84088	5149105.6011	4394028.85669	4675783.87961	112457.339903	70729.466308
